ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000031698	SARS	0.137982205610959	0.129961358453594	0.0698745238139384	0.137982205610959	0.135344163357237	0.137982205610959	0.137982205610959	-0.472820288257281	-0.186204481140531	-0.376244786920549	0.0706615770787649	0.105207164796152	0.0400972150523646	0.0188257456575909	-0.411567801659438	-0.150838096656889	-0.319558942568413	-0.53224174098713	-0.109163944624881	-0.311335366321655	0.13785197039459	0.137982205610959	0.137982205610959	0.137982205610959	0.137982205610959	0.131942067389559	0.128657422613067	0.119500044458509	0.107214412329877	0.126652265440033	0.137982205610959	-0.0746813231889002	-0.77964209789752	-0.423998319891831	0.0931596006944611	-0.468530517970595	0.137982205610959	0.120358126682661	-0.114158449119537	0.137982205610959	0.137982205610959	-0.0119974616541234	0.136343505885368	0.126794002376294	0.137982205610959	0.137982205610959	0.120824051458435	0.129341979555922	0.119879803746505	0.132773715266307	0.137982205610959	0.137982205610959	0.137661176000399	-0.562511473966397
ENSG00000143126	CELSR2	-1.26222516440096	-1.51985745531588	-1.25547570760757	-1.05580808311485	-1.0649584677878	-1.1679202616373	-0.444228688778596	1.12837308076364	1.54382641434627	1.32762359764227	1.60361203287483	1.98034787891128	2.23396244077894	2.07227971318733	1.72474171655544	1.04973245041863	1.24461838314737	1.11190580150444	1.96489533296431	0.987111249502199	-0.231843513457023	-2.62131780957858	-2.4420885160635	0.432472175538209	0.344495622000658	0.0909051059974278	-0.808477304496688	-0.0575128326280347	2.01759883752136	0.0990833877883459	0.461319248845956	-0.109929544271653	-1.69334244684161	-0.0666577062136858	0.829903796837909	-1.95369832986147	-1.05103859327931	0.248638188246942	-0.445078362399014	1.0585727084222	-1.33543471373131	-1.27688494766256	0.421937808564052	0.326360037416431	2.44606927206406	2.35354698159486	-1.14786907904	-2.04447333098571	-0.673226270967158	1.7991896235609	1.92356054576449	-0.374069316426766	1.38234762414914	-2.59640929275746
ENSG00000134222	PSRC1	-0.852419260690665	-1.10997581198951	-1.24655839779685	-0.0658056301755405	-0.0946750351573587	-0.614140913934233	-0.275508769427486	1.77993438772585	1.89786140508859	1.62394724286176	0.584493037450832	0.983018916314352	2.37611867132497	2.22084482381668	2.34231011785303	1.61801473891758	1.02611594921603	1.59262848002464	2.60166143824847	2.29945678268298	-0.793125117472103	1.43452006581952	0.578651332724384	0.473809677197269	0.360160676418522	-0.548765983090951	-0.388365431471468	1.15975009281938	0.413501691883943	1.01628109793236	0.0415904297544741	-1.15020371206798	-2.02094677562924	-1.13825618360102	-0.931786449569549	-1.30470985344483	0.433031016737629	-0.894163006774135	-2.28027814725114	1.8488333385404	-0.127579644568382	-2.02494660056399	0.20173650774292	0.418753773724996	-0.572953706122121	-0.230726631660822	-0.356822483839963	-0.130629660994487	-0.773697154616443	1.91581781817537	-0.444188248133979	0.0386347461463992	0.560859504891909	-0.82037550010381
ENSG00000134243	SORT1	0.574262565700643	0.0639756591782522	-1.23991145470019	0.742754508520275	0.685411470557242	0.742531037798544	-0.0477478006220192	0.142461956674742	0.289781875339242	0.378406329828625	-0.782076597688035	-0.524437102110465	0.58861367455003	0.612946503654867	0.583623953455944	0.136241797844179	0.0571651892359188	0.326157713573156	0.719838240584991	0.514031576444346	0.164389703874173	-0.433791440554603	-3.1787966558283	-0.187564714645505	-0.404170429889446	0.154902054919942	0.0305575106865668	0.435679840087875	0.335935746067241	0.520072555312118	-0.0345398802364664	0.00800232813776043	-0.704615758264023	-0.540432275660709	-0.388793068606871	-3.16048519001652	0.64956023153398	0.169924916300489	0.421005386767464	0.687515195565299	-1.96449930279301	-1.73764011823521	-0.562465666527606	-0.33785244832395	-0.355285420293916	0.0192077386620562	-0.106859620796835	-0.94676483377807	-0.51190857965791	0.727122483310784	0.571433296649657	0.140048419269269	-0.0125717948468349	-0.761930260440092
ENSG00000143028	SYPL2	0.114274794611076	0.179353320923274	1.8178395243044	1.11285290829753	0.836904598082566	0.806572723039871	0.565972269370985	-1.43718814450469	-1.26791994830291	-1.26402779339183	-1.49831461209254	-1.15396903517524	-1.1687714027531	-1.28695491875825	-1.59462246160049	-1.69264148171313	-1.42471199196198	-1.37950840929944	-1.88043603922282	-1.74210528496911	-0.456300241701272	-0.961981654179697	-1.9158112657252	0.843565757985145	0.725515119652297	1.21933189787989	-0.109954232086193	1.20627576801261	-1.31585883970761	1.22819164491133	-0.190666116066941	0.464850788148451	1.20285110770839	0.860069215946981	1.37539809094115	0.510791966286009	-0.413158378159226	-0.505434123033182	3.36438499858338	0.55850750679376	0.326911989772456	-0.164114638569558	-0.764248572242431	0.348271967534599	-1.38118659674762	-1.29027350498684	-0.656443228397069	-0.740834362409348	0.0241937994791861	2.13635344032441	1.97231097365622	1.45958803959493	-0.00236419704258131	-2.14370668936383
ENSG00000162650	ATXN7L2	-0.298348941053362	-0.223676971312055	0.717495594803529	-0.178328277541805	-0.193632178230856	-0.522441747257337	-0.0827284785153145	-0.635542697176172	-0.187549227924887	-0.123075986199662	1.8089585455344	2.13732097536287	0.584727743424054	0.194591512486944	-0.137661827355324	-0.366650382015113	0.0696062694266885	-0.475439848691069	-0.704196366192502	-1.01810534648471	-0.254121288797358	-0.00317739723387114	0.0522995788360522	0.881221725691624	0.987538946318845	-0.108183512907755	-0.532475054740885	-0.145177746786098	-0.439737077142235	-0.249357828137134	0.297818538196111	-1.10064747415451	-1.24771373659304	0.181578903154088	0.558079112354335	-0.677127354800755	-0.146031081212223	-0.719415819362184	1.10785321798091	0.686263245392565	0.958694054522571	-1.16448354912391	1.30363983977121	0.296430516775629	-0.10420667259185	-0.267238906874051	-0.100624682632019	0.753178558071153	-0.64073572942898	2.09218526313256	1.4639749592177	0.940667930546634	0.327327432005763	-1.19049494099669
ENSG00000174151	CYB561D1	-0.508532560884596	-0.426126971228558	0.349507065726202	0.377640414926386	0.303717576046685	-0.101332456125897	0.165532619905579	-0.804202648720598	-0.447707911834675	-0.539878430134686	1.50083732974167	1.62251098938992	0.12723922070255	0.0086783932980063	-0.595646532694722	-0.774557187234009	-0.525391271052341	-0.738457165896031	-0.606035403101232	-0.969103943285637	-0.517278964920029	0.63550589938313	0.451920723561962	-0.322534886640644	0.169663609486611	0.163034750320941	0.202078515797244	0.157307345305069	0.0784416783413731	0.210594366735341	0.224031311019485	-1.24710416510503	-1.32394261530098	-0.365600050507727	0.275753776837618	-1.50547681194434	0.0210432002043168	-0.159991216747645	-0.776219973209119	0.158817188149299	0.207231953100697	-0.0242546520746509	0.90736640545646	0.183666349813932	0.867234551849622	0.927475224075721	0.787251210361138	0.923136171134556	0.231500424973611	-0.181024308268033	0.714112978848713	0.355748654878996	-0.191063684973286	-0.269186089148829
ENSG00000160712	IL6R	0.514579007767107	0.480421626316861	-0.454843632444513	-0.684488149612345	0.319573331823467	0.639595115543303	0.22836299438705	-1.56783439460679	-1.61798251175424	-1.42812762588441	-2.32257083547201	-2.07339516148655	-1.38991029573827	-1.50272345571273	-1.53593189349875	-1.43264835094437	-1.58391870746653	-1.63939035067208	-0.775735312217509	-1.0771993111234	0.0635026297843332	-1.03642840571062	-0.682585081799139	0.370739140544404	0.751930945924092	1.16882930422674	0.833976498192832	1.08620769643085	-0.454336590414782	1.23454160782068	1.22960390149461	-0.755856391520362	-1.36725707530852	-0.255895978157608	-0.79780270521901	1.57261930387387	1.35595516599801	-0.926335317179221	1.51905345029162	0.735962890991358	0.486252391439172	-1.33946022644088	0.40266708398943	0.115461487065602	-0.146749867725399	0.0575828542120405	0.95301267011895	1.05447525395423	0.0709239581021934	-0.678300212538164	-0.7363890394373	1.01889732928284	0.00842012366002687	1.48191288777378
ENSG00000145242	EPHA5	-0.30422392329044	-0.283469571452262	-0.377209108655678	-0.256620258805528	-0.135276216244447	-0.206716943137247	-0.0780995447459331	1.15913168101819	1.42186947067291	0.30003414647662	0.291756448608064	0.502991543356178	1.28995916264189	1.96783867005534	1.53247718412372	1.2190133548548	0.120616956197854	0.0412059243115116	0.285173931584866	0.661330346992761	-0.325169594443739	-0.357867174607054	-0.437651735525175	1.0323706153664	0.569108616703051	-0.135155999016835	-0.273668653468073	-0.210121793142088	-0.405829117609772	-0.274015623380503	-0.356194298824772	-0.145976730349749	-0.401167103643742	-0.401183985385906	-0.403005271993515	-0.43798632130055	-0.357700723555051	0.0208214462050432	-0.430583314135881	1.05534896631309	0.397973802546122	-0.431979245639301	0.568835752118541	0.350565005879393	-0.31447282519898	-0.301350029251615	-0.32276114301393	-0.306007445998986	-0.0369875735220702	0.377490470584436	0.56238913709328	-0.089108404107158	0.427335707272029	-0.439926267469728
ENSG00000170006	TMEM154	-0.642529286549176	-0.189498262478302	-1.19834562159544	-0.818776467908086	-0.620389177203334	-0.986060035900305	0.764303828267238	-1.15320831968937	-1.17105253217021	-1.12721886874313	-1.22502041149513	-1.21338946821121	-1.16474166834213	-1.15075273997945	-1.14079634507906	-1.03970386301042	-1.14434107778366	-1.15337918789717	-0.831580428394372	-0.991024432319845	-0.249901460818245	0.889081023724555	1.84426996257968	0.189412206121496	-0.581807360789692	-0.851223216069445	-0.617826832644692	-0.654422472400613	3.5432821565084	-0.662637681138419	-0.318666506117168	-0.88067842308676	-0.927556511936381	-0.95923387810777	-0.989444641711659	-0.695657177284934	0.529155066372928	0.684741862948032	-1.19506182797094	-0.556553625860338	-1.04953425518135	-1.19791454261283	-0.220716516874901	-0.267042358157919	3.55917453467957	3.39017879758804	0.516050108342082	1.69880527586509	-0.747300934320155	-1.21206367393163	-0.730169084261696	-0.695457932011199	1.5461619243675	2.80820889153389
